P_48,493970.00,5722999.10
P_49,492218.70,5724695.40
P_50,496881.00,5730532.80
P_51,497139.90,5730411.20
P_52,497289.10,5730215.20
P_53,497518.60,5730107.20
P_54,497575.30,5730099.10
P_55,498850.70,5729499.40
